0,1.0,21.9852104187,3,1.5,921,150,2700
1,2.0,21.9585895538,3,1.5,921,150,2700
2,3.0,21.924779892,3,1.5,921,150,2700
3,5.0,21.8494262695,3,1.5,921,150,2700
4,9.0,21.7079715729,3,1.5,921,150,2700
5,17.0,21.5021724701,3,1.5,921,150,2700
6,27.0,21.3725776672,3,1.5,921,150,2700
7,37.0,21.369550705,3,1.5,921,150,2700
8,47.0,21.4908275604,3,1.5,921,150,2700
9,57.0,21.7339324951,3,1.5,921,150,2700
10,67.0,22.0963802338,3,1.5,921,150,2700
11,77.0,22.5757064819,3,1.5,921,150,2700
12,87.0,23.1694965363,3,1.5,921,150,2700
13,97.0,23.875377655,3,1.5,921,150,2700
14,107.0,24.6163082123,3,1.5,921,150,2700
15,117.0,25.3487682343,3,1.5,921,150,2700
16,127.0,26.0669841766,3,1.5,921,150,2700
17,137.0,26.7704811096,3,1.5,921,150,2700
18,147.0,27.459438324,3,1.5,921,150,2700
19,157.0,28.1341247559,3,1.5,921,150,2700
20,167.0,28.7948303223,3,1.5,921,150,2700
21,177.0,29.4418354034,3,1.5,921,150,2700
22,187.0,30.075428009,3,1.5,921,150,2700
23,197.0,30.6958847046,3,1.5,921,150,2700
24,207.0,31.3034763336,3,1.5,921,150,2700
25,217.0,31.8984699249,3,1.5,921,150,2700
26,227.0,32.4811286926,3,1.5,921,150,2700
27,237.0,33.0517044067,3,1.5,921,150,2700
28,247.0,33.6104507446,3,1.5,921,150,2700
29,257.0,34.1576118469,3,1.5,921,150,2700
30,267.0,34.6934280396,3,1.5,921,150,2700
31,277.0,35.2181358337,3,1.5,921,150,2700
32,287.0,35.7319602966,3,1.5,921,150,2700
33,297.0,36.2351341248,3,1.5,921,150,2700
34,307.0,36.7278747559,3,1.5,921,150,2700
35,317.0,37.2103996277,3,1.5,921,150,2700
36,327.0,37.6829185486,3,1.5,921,150,2700
37,337.0,38.1456413269,3,1.5,921,150,2700
38,347.0,38.5987701416,3,1.5,921,150,2700
39,357.0,39.0425033569,3,1.5,921,150,2700
40,367.0,39.4770355225,3,1.5,921,150,2700
41,377.0,39.9025611877,3,1.5,921,150,2700
42,387.0,40.3192596436,3,1.5,921,150,2700
43,397.0,40.7273216248,3,1.5,921,150,2700
44,407.0,41.1269226074,3,1.5,921,150,2700
45,417.0,41.5182342529,3,1.5,921,150,2700
46,427.0,41.9014358521,3,1.5,921,150,2700
47,437.0,42.2766914368,3,1.5,921,150,2700
48,447.0,42.6441688538,3,1.5,921,150,2700
49,457.0,43.0040245056,3,1.5,921,150,2700
50,467.0,43.3564186096,3,1.5,921,150,2700
51,477.0,43.7015075684,3,1.5,921,150,2700
52,487.0,44.039440155,3,1.5,921,150,2700
53,497.0,44.3703651428,3,1.5,921,150,2700
54,507.0,44.6944313049,3,1.5,921,150,2700
55,517.0,45.0117759705,3,1.5,921,150,2700
56,527.0,45.3225402832,3,1.5,921,150,2700
