1352,39.85,58.87,59.59,0.036,2.70E-09,8.96E+08,167,25
1362,40,58.87,60.14,0.036,2.70E-09,8.96E+08,167,25
1372,40.15,59.23,60.14,0.036,2.70E-09,8.96E+08,167,25
1382,40.31,59.23,59.78,0.036,2.70E-09,8.96E+08,167,25
1392,40.46,59.23,60.51,0.036,2.70E-09,8.96E+08,167,25
1402,40.77,59.23,60.51,0.036,2.70E-09,8.96E+08,167,25
1412,40.46,59.05,60.51,0.036,2.70E-09,8.96E+08,167,25
1422,40.61,58.87,60.69,0.036,2.70E-09,8.96E+08,167,25
1432,40.92,59.05,60.32,0.036,2.70E-09,8.96E+08,167,25
1442,40.92,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
1452,41.07,58.87,60.32,0.036,2.70E-09,8.96E+08,167,25
1462,41.07,59.23,60.51,0.036,2.70E-09,8.96E+08,167,25
1472,41.23,58.87,60.14,0.036,2.70E-09,8.96E+08,167,25
1482,41.23,58.69,59.96,0.036,2.70E-09,8.96E+08,167,25
1492,41.69,58.69,59.96,0.036,2.70E-09,8.96E+08,167,25
1502,41.69,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
1512,41.53,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
1522,41.69,58.87,60.14,0.036,2.70E-09,8.96E+08,167,25
1532,41.69,58.51,60.14,0.036,2.70E-09,8.96E+08,167,25
1543,41.84,58.87,60.32,0.036,2.70E-09,8.96E+08,167,25
1553,41.99,58.51,59.96,0.036,2.70E-09,8.96E+08,167,25
1563,41.84,58.69,59.78,0.036,2.70E-09,8.96E+08,167,25
1573,42.15,58.69,59.23,0.036,2.70E-09,8.96E+08,167,25
1583,42.3,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
1593,42.3,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
1603,42.3,59.05,60.51,0.036,2.70E-09,8.96E+08,167,25
1613,42.46,59.05,60.32,0.036,2.70E-09,8.96E+08,167,25
1623,42.61,58.69,59.78,0.036,2.70E-09,8.96E+08,167,25
1633,42.61,58.87,59.96,0.036,2.70E-09,8.96E+08,167,25
1643,42.92,58.87,59.59,0.036,2.70E-09,8.96E+08,167,25
1653,42.77,58.87,59.59,0.036,2.70E-09,8.96E+08,167,25
1663,43.08,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
1673,43.08,59.41,59.96,0.036,2.70E-09,8.96E+08,167,25
1683,43.08,58.87,60.14,0.036,2.70E-09,8.96E+08,167,25
1693,43.23,58.69,59.96,0.036,2.70E-09,8.96E+08,167,25
1703,43.23,58.69,59.78,0.036,2.70E-09,8.96E+08,167,25
1713,43.39,58.69,59.78,0.036,2.70E-09,8.96E+08,167,25
1723,43.23,58.87,59.59,0.036,2.70E-09,8.96E+08,167,25
1733,43.39,59.23,59.96,0.036,2.70E-09,8.96E+08,167,25
1743,43.7,59.41,60.14,0.036,2.70E-09,8.96E+08,167,25
1753,43.7,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
1763,43.86,59.23,60.51,0.036,2.70E-09,8.96E+08,167,25
1773,43.86,59.05,60.32,0.036,2.70E-09,8.96E+08,167,25
1783,43.86,59.05,60.69,0.036,2.70E-09,8.96E+08,167,25
1793,44.17,58.87,60.14,0.036,2.70E-09,8.96E+08,167,25
1803,44.33,58.87,60.51,0.036,2.70E-09,8.96E+08,167,25
1813,44.17,58.69,60.14,0.036,2.70E-09,8.96E+08,167,25
1823,44.48,58.69,60.32,0.036,2.70E-09,8.96E+08,167,25
1833,44.64,58.87,60.51,0.036,2.70E-09,8.96E+08,167,25
1843,44.48,58.51,60.32,0.036,2.70E-09,8.96E+08,167,25
1853,44.64,58.33,59.96,0.036,2.70E-09,8.96E+08,167,25
1863,44.64,58.87,60.14,0.036,2.70E-09,8.96E+08,167,25
1873,44.8,58.87,59.96,0.036,2.70E-09,8.96E+08,167,25
1883,44.8,59.23,60.14,0.036,2.70E-09,8.96E+08,167,25
1893,44.96,59.23,59.96,0.036,2.70E-09,8.96E+08,167,25
1903,44.96,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
1913,44.96,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
1923,45.11,59.05,60.32,0.036,2.70E-09,8.96E+08,167,25
1933,45.27,59.05,60.51,0.036,2.70E-09,8.96E+08,167,25
1943,45.43,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
1953,45.59,59.23,60.14,0.036,2.70E-09,8.96E+08,167,25
1963,45.43,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
1973,45.59,58.51,59.96,0.036,2.70E-09,8.96E+08,167,25
1983,45.59,58.87,60.32,0.036,2.70E-09,8.96E+08,167,25
1993,45.75,59.23,60.51,0.036,2.70E-09,8.96E+08,167,25
2003,45.75,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
2013,45.91,59.05,60.32,0.036,2.70E-09,8.96E+08,167,25
2023,45.91,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
2033,46.06,59.23,60.14,0.036,2.70E-09,8.96E+08,167,25
2043,45.91,59.05,59.78,0.036,2.70E-09,8.96E+08,167,25
2053,46.22,59.23,59.96,0.036,2.70E-09,8.96E+08,167,25
2063,46.38,58.87,60.32,0.036,2.70E-09,8.96E+08,167,25
2073,46.38,59.23,60.32,0.036,2.70E-09,8.96E+08,167,25
2083,46.38,59.05,59.96,0.036,2.70E-09,8.96E+08,167,25
2093,46.22,59.05,59.59,0.036,2.70E-09,8.96E+08,167,25
2103,46.54,59.05,59.78,0.036,2.70E-09,8.96E+08,167,25
2113,46.7,59.23,59.78,0.036,2.70E-09,8.96E+08,167,25
2123,46.7,59.41,59.59,0.036,2.70E-09,8.96E+08,167,25
2133,46.86,59.41,59.96,0.036,2.70E-09,8.96E+08,167,25
2144,46.86,58.87,59.96,0.036,2.70E-09,8.96E+08,167,25
2154,47.02,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
2164,47.02,59.05,59.59,0.036,2.70E-09,8.96E+08,167,25
2174,47.18,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
2184,47.18,59.41,59.96,0.036,2.70E-09,8.96E+08,167,25
2194,47.34,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
2204,47.5,59.23,59.96,0.036,2.70E-09,8.96E+08,167,25
2214,47.34,59.41,59.96,0.036,2.70E-09,8.96E+08,167,25
2224,47.34,59.41,59.96,0.036,2.70E-09,8.96E+08,167,25
2234,47.5,59.23,59.59,0.036,2.70E-09,8.96E+08,167,25
2244,47.66,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
2254,47.83,59.41,59.96,0.036,2.70E-09,8.96E+08,167,25
2264,47.66,59.41,60.14,0.036,2.70E-09,8.96E+08,167,25
2274,47.83,59.41,60.32,0.036,2.70E-09,8.96E+08,167,25
2284,47.83,59.59,60.32,0.036,2.70E-09,8.96E+08,167,25
2294,47.99,59.23,60.14,0.036,2.70E-09,8.96E+08,167,25
2304,48.15,59.23,60.14,0.036,2.70E-09,8.96E+08,167,25
2314,48.31,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
2324,48.15,59.23,59.23,0.036,2.70E-09,8.96E+08,167,25
2334,48.31,59.41,59.41,0.036,2.70E-09,8.96E+08,167,25
2344,48.47,59.41,59.41,0.036,2.70E-09,8.96E+08,167,25
2354,48.8,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
2364,48.47,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
2374,48.63,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
2384,48.8,59.59,60.51,0.036,2.70E-09,8.96E+08,167,25
2394,48.8,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
2404,48.8,59.96,60.32,0.036,2.70E-09,8.96E+08,167,25
2414,48.8,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
2424,48.63,59.41,60.14,0.036,2.70E-09,8.96E+08,167,25
2434,49.12,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
2444,49.12,59.78,60.32,0.036,2.70E-09,8.96E+08,167,25
2454,49.12,59.59,60.32,0.036,2.70E-09,8.96E+08,167,25
2464,49.12,59.41,59.41,0.036,2.70E-09,8.96E+08,167,25
2474,49.12,59.41,59.59,0.036,2.70E-09,8.96E+08,167,25
2484,49.12,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
2494,49.29,59.59,59.78,0.036,2.70E-09,8.96E+08,167,25
2504,49.45,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
2514,49.45,59.59,59.78,0.036,2.70E-09,8.96E+08,167,25
2524,49.61,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
2534,49.61,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
2544,49.78,59.78,60.51,0.036,2.70E-09,8.96E+08,167,25
2554,50.11,59.23,60.51,0.036,2.70E-09,8.96E+08,167,25
2564,49.94,59.05,60.14,0.036,2.70E-09,8.96E+08,167,25
2574,49.94,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
2584,50.11,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
2594,50.27,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
2604,50.11,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
2614,50.11,59.41,60.14,0.036,2.70E-09,8.96E+08,167,25
2624,50.27,59.78,60.32,0.036,2.70E-09,8.96E+08,167,25
2634,50.44,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
2644,50.44,59.59,60.69,0.036,2.70E-09,8.96E+08,167,25
2654,50.6,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
2664,50.44,59.23,59.59,0.036,2.70E-09,8.96E+08,167,25
2674,50.6,59.05,59.78,0.036,2.70E-09,8.96E+08,167,25
2684,50.77,59.23,59.59,0.036,2.70E-09,8.96E+08,167,25
2694,50.77,59.41,59.59,0.036,2.70E-09,8.96E+08,167,25
2704,50.77,59.23,59.78,0.036,2.70E-09,8.96E+08,167,25
2714,50.77,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
2724,51.1,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
2734,51.1,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
2745,51.1,59.78,59.59,0.036,2.70E-09,8.96E+08,167,25
2755,51.1,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
2765,51.1,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
2775,51.26,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
2785,51.26,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
2795,51.43,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
2805,51.43,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
2815,51.6,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
2825,51.6,59.96,59.59,0.036,2.70E-09,8.96E+08,167,25
2835,51.6,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
2845,51.76,60.32,60.51,0.036,2.70E-09,8.96E+08,167,25
2855,51.93,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
2865,51.76,59.78,60.32,0.036,2.70E-09,8.96E+08,167,25
2875,51.93,59.96,60.32,0.036,2.70E-09,8.96E+08,167,25
2885,51.93,59.59,59.78,0.036,2.70E-09,8.96E+08,167,25
2895,51.93,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
2905,51.93,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
2915,52.1,59.59,59.78,0.036,2.70E-09,8.96E+08,167,25
2925,52.1,59.59,59.78,0.036,2.70E-09,8.96E+08,167,25
2935,52.1,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
2945,52.27,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
2955,52.27,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
2965,52.44,59.41,59.78,0.036,2.70E-09,8.96E+08,167,25
2975,52.27,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
2985,52.6,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
2995,52.6,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
3005,52.6,59.78,60.51,0.036,2.70E-09,8.96E+08,167,25
3015,52.6,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
3025,52.77,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3035,52.44,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
3045,52.77,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
3055,52.77,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
3065,52.94,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
3075,52.77,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3085,52.94,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
3095,52.94,59.59,59.78,0.036,2.70E-09,8.96E+08,167,25
3105,53.11,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
3115,53.45,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3125,53.45,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3135,53.11,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
3145,53.45,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3155,53.45,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3165,53.62,59.96,59.59,0.036,2.70E-09,8.96E+08,167,25
3175,53.62,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
3185,53.45,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
3195,53.28,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
3205,53.62,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
3215,53.79,59.59,60.14,0.036,2.70E-09,8.96E+08,167,25
3225,53.79,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
3235,53.79,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
3245,53.96,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
3255,53.96,60.32,59.78,0.036,2.70E-09,8.96E+08,167,25
3265,53.79,60.32,60.14,0.036,2.70E-09,8.96E+08,167,25
3275,53.96,60.32,59.96,0.036,2.70E-09,8.96E+08,167,25
3285,54.13,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
3295,54.13,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
3305,53.96,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
3315,53.96,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
3325,54.13,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3335,53.96,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
3346,54.13,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
3356,54.3,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
3366,54.3,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
3376,54.3,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
3386,54.48,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
3396,54.65,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3406,54.48,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3416,54.48,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3426,54.65,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3436,54.48,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
3446,54.82,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
3456,54.99,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3466,54.99,60.32,59.96,0.036,2.70E-09,8.96E+08,167,25
3476,54.82,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3486,54.99,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3496,55.16,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3506,55.16,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
3516,55.16,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3526,55.16,60.32,60.14,0.036,2.70E-09,8.96E+08,167,25
3536,55.34,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
3546,55.34,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3556,55.16,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3566,55.16,60.32,60.51,0.036,2.70E-09,8.96E+08,167,25
3576,55.16,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
3586,55.34,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
3596,55.34,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3606,55.16,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
3616,55.34,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3626,55.34,60.51,60.32,0.036,2.70E-09,8.96E+08,167,25
3636,55.69,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
3646,55.69,60.51,59.78,0.036,2.70E-09,8.96E+08,167,25
3656,55.51,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3666,55.69,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
3676,55.69,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
3686,55.69,59.78,59.59,0.036,2.70E-09,8.96E+08,167,25
3696,55.86,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
3706,55.86,60.14,59.78,0.036,2.70E-09,8.96E+08,167,25
3716,55.86,60.32,59.96,0.036,2.70E-09,8.96E+08,167,25
3726,55.86,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
3736,55.69,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
3746,56.03,59.78,60.14,0.036,2.70E-09,8.96E+08,167,25
3756,56.03,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3766,56.21,60.51,60.51,0.036,2.70E-09,8.96E+08,167,25
3776,56.21,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3786,56.03,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
3796,56.38,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3806,56.38,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
