time,T_int,T_ext_1,Film_Coefficient,Density,Specific_Heat,Thermal_Conductivity,Radius
4227,58.6857,57.26,0.036,2.70E-09,8.96E+08,167,15
4237,58.4859,57.09,0.036,2.70E-09,8.96E+08,167,15
4247,58.4859,57.26,0.036,2.70E-09,8.96E+08,167,15
4257,58.4859,57.26,0.036,2.70E-09,8.96E+08,167,15
4267,58.4859,56.73,0.036,2.70E-09,8.96E+08,167,15
4277,58.6857,57.26,0.036,2.70E-09,8.96E+08,167,15
4287,58.2972,57.26,0.036,2.70E-09,8.96E+08,167,15
4297,58.4859,57.44,0.036,2.70E-09,8.96E+08,167,15
4307,58.6857,57.62,0.036,2.70E-09,8.96E+08,167,15
4317,58.4859,57.26,0.036,2.70E-09,8.96E+08,167,15
4327,58.2972,56.91,0.036,2.70E-09,8.96E+08,167,15
4337,58.8744,57.26,0.036,2.70E-09,8.96E+08,167,15
4347,59.0631,57.62,0.036,2.70E-09,8.96E+08,167,15
4357,59.2629,57.8,0.036,2.70E-09,8.96E+08,167,15
4367,58.8744,57.62,0.036,2.70E-09,8.96E+08,167,15
4377,58.8744,57.44,0.036,2.70E-09,8.96E+08,167,15
4387,58.4859,57.62,0.036,2.70E-09,8.96E+08,167,15
4397,58.6857,57.09,0.036,2.70E-09,8.96E+08,167,15
4407,58.4859,57.26,0.036,2.70E-09,8.96E+08,167,15
4417,58.6857,56.91,0.036,2.70E-09,8.96E+08,167,15
4427,58.8744,57.62,0.036,2.70E-09,8.96E+08,167,15
4437,58.6857,58.15,0.036,2.70E-09,8.96E+08,167,15
4447,58.8744,58.15,0.036,2.70E-09,8.96E+08,167,15
4457,59.0631,57.97,0.036,2.70E-09,8.96E+08,167,15
4467,58.8744,57.26,0.036,2.70E-09,8.96E+08,167,15
4477,58.8744,57.44,0.036,2.70E-09,8.96E+08,167,15
4487,58.8744,57.09,0.036,2.70E-09,8.96E+08,167,15
4497,58.8744,57.44,0.036,2.70E-09,8.96E+08,167,15
4507,58.8744,57.62,0.036,2.70E-09,8.96E+08,167,15
4517,58.8744,57.8,0.036,2.70E-09,8.96E+08,167,15
4527,58.8744,57.62,0.036,2.70E-09,8.96E+08,167,15
4537,59.2629,57.44,0.036,2.70E-09,8.96E+08,167,15
4547,59.0631,57.8,0.036,2.70E-09,8.96E+08,167,15
4557,58.8744,57.62,0.036,2.70E-09,8.96E+08,167,15
4567,58.6857,57.44,0.036,2.70E-09,8.96E+08,167,15
4577,59.0631,57.26,0.036,2.70E-09,8.96E+08,167,15
4587,58.6857,57.44,0.036,2.70E-09,8.96E+08,167,15
4597,58.8744,57.8,0.036,2.70E-09,8.96E+08,167,15
4607,59.0631,57.97,0.036,2.70E-09,8.96E+08,167,15
