1.0,21.9649543762
2.0,21.9009017944
3.0,21.8184680939
5.0,21.6327838898
9.0,21.2853412628
17.0,20.7942371368
25.0,20.5155239105
35.0,20.4874286652
45.0,20.7645511627
55.0,21.3317508698
65.0,22.1744365692
71.911277771,22.8837604523
78.822555542,23.7154922485
84.5157394409,24.4812469482
90.2089157104,25.3252353668
95.9020996094,26.2451496124
100.667304993,27.059797287
105.432510376,27.8717327118
110.197723389,28.6677036285
114.962928772,29.4450035095
119.728141785,30.2033557892
124.493347168,30.9430236816
129.258560181,31.664396286
134.023773193,32.367893219
138.788970947,33.053943634
143.55418396,33.7229728699
148.319396973,34.3753967285
153.084609985,35.0116233826
157.849807739,35.6320571899
162.615020752,36.2370872498
167.380233765,36.8270988464
172.145431519,37.4024581909
176.910644531,37.9635314941
181.675857544,38.5106735229
186.441070557,39.0442314148
191.206268311,39.5645446777
195.971481323,40.071937561
200.736694336,40.5667304993
205.501907349,41.0492401123
210.267105103,41.5197677612
215.032318115,41.9786148071
219.797531128,42.4260673523
224.562728882,42.862411499
229.327941895,43.2879180908
234.093154907,43.7028656006
243.280334473,44.4654312134
252.467498779,45.1923141479
261.654693604,45.8851890564
270.84185791,46.5456428528
280.84185791,47.2280654907
290.84185791,47.8758735657
300.84185791,48.4908256531
310.84185791,49.0745849609
320.84185791,49.6287384033
330.84185791,50.1547813416
340.84185791,50.6541442871
350.84185791,51.1281776428
360.84185791,51.5781669617
370.84185791,52.0053329468
380.84185791,52.4108352661
390.84185791,52.7957649231
400.84185791,53.1611747742
410.84185791,53.5080490112
420.84185791,53.8373298645
430.84185791,54.1499061584
440.84185791,54.4466323853
450.84185791,54.7283058167
460.84185791,54.9956932068
470.84185791,55.2495193481
480.84185791,55.4904670715
490.84185791,55.7191963196
500.84185791,55.9363250732
510.84185791,56.1424407959
520.84185791,56.3381004333
530.84185791,56.5238380432
540.84185791,56.7001533508
550.84185791,56.8675270081
560.84185791,57.0264091492
570.84185791,57.1772346497
580.84185791,57.3204078674
590.84185791,57.4563217163
600.84185791,57.5853385925
610.84185791,57.7078132629
620.84185791,57.8240776062
630.84185791,57.9344406128
640.84185791,58.0392112732
650.84185791,58.1386642456
660.84185791,58.2330741882
670.84185791,58.3226928711
680.84185791,58.4077682495
690.84185791,58.4885292053
700.84185791,58.5651931763
710.84185791,58.6379699707
720.84185791,58.7070503235
730.84185791,58.7726325989
740.84185791,58.8348846436
750.84185791,58.8939819336
760.84185791,58.9500808716
770.84185791,59.0033340454
780.84185791,59.0538864136
790.84185791,59.1018753052
800.84185791,59.1474266052
810.84185791,59.1906700134
820.84185791,59.2317237854
830.84185791,59.270690918
840.84185791,59.3076820374
850.84185791,59.3427963257
860.84185791,59.3761329651
870.84185791,59.4077758789
880.84185791,59.4378128052
890.84185791,59.4663276672
900.84185791,59.493396759
910.84185791,59.5190925598
920.84185791,59.5434837341
930.84185791,59.5666389465
940.84185791,59.5886192322
950.84185791,59.6094856262
960.84185791,59.6292915344
970.84185791,59.6480941772
980.84185791,59.6659431458
990.84185791,59.682888031
1000.84185791,59.6989746094
1010.84185791,59.7142410278
1020.84185791,59.7287368774
1030.84179688,59.7424926758
1040.84179688,59.7555541992
1050.84179688,59.76795578
1060.84179688,59.7797241211
1070.84179688,59.7908973694
1080.84179688,59.8015022278
1090.84179688,59.8115692139
1100.84179688,59.8211288452
1110.84179688,59.8302001953
1120.84179688,59.8388137817
1130.84179688,59.846988678
1140.84179688,59.8547477722
1150.84179688,59.8621177673
1160.84179688,59.8691101074
1170.84179688,59.8757476807
1180.84179688,59.8820495605
1190.84179688,59.8880348206
1200.84179688,59.8937110901
1210.84179688,59.899105072
1220.84179688,59.9042205811
1230.84179688,59.9090805054
1240.84179688,59.9136924744
1250.84179688,59.9180679321
1260.84179688,59.9222259521
1270.84179688,59.9261703491
1280.84179688,59.9299125671
1290.84179688,59.933467865
1300.84179688,59.9368438721
1310.84179688,59.9400482178
1320.84179688,59.9430885315
1330.84179688,59.9459762573
1340.84179688,59.94871521
1350.84179688,59.9513168335
1360.84179688,59.9537849426
1370.84179688,59.9561309814
1380.84179688,59.95835495
1390.84179688,59.9604682922
1400.84179688,59.9624710083
1410.84179688,59.9643745422
1420.84179688,59.9661827087
1430.84179688,59.9678993225
1440.84179688,59.9695243835
1450.84179688,59.9710731506
1460.84179688,59.9725379944
1470.84179688,59.9739303589
1480.84179688,59.9752540588
1490.84179688,59.9765090942
1500.84179688,59.9776992798
1510.84179688,59.9788322449
1520.84179688,59.9799041748
1530.84179688,59.9809265137
1540.84179688,59.9818916321
1550.84179688,59.9828109741
1560.84179688,59.9836807251
1570.84179688,59.9845085144
1580.84179688,59.985294342
1590.84179688,59.9860420227
1600.84179688,59.9867477417
1610.84179688,59.9874229431
1620.84179688,59.9880599976
1630.84179688,59.9886665344
1640.84179688,59.989238739
1650.84179688,59.9897842407
1660.84179688,59.9903030396
1670.84179688,59.9907951355
1680.84179688,59.9912643433
1690.84179688,59.9917068481
1700.84179688,59.9921264648
1710.84179688,59.9925270081
1720.84179688,59.9929046631
1730.84179688,59.9932632446
1740.84179688,59.9936065674
1750.84179688,59.9939308167
1760.84179688,59.9942398071
1770.84179688,59.9945297241
1780.84179688,59.994808197
1790.84179688,59.9950714111
1800.84179688,59.9953231812
1810.84179688,59.9955596924
1820.84179688,59.9957847595
1830.84179688,59.9959983826
1840.84179688,59.9962005615
1850.84179688,59.9963951111
1860.84179688,59.9965782166
1870.84179688,59.9967498779
1880.84179688,59.9969139099
1890.84179688,59.9970703125
1900.84179688,59.9972190857
1910.84179688,59.9973602295
1920.84179688,59.9974937439
1930.84179688,59.9976234436
1940.84179688,59.9977416992
1950.84179688,59.9978561401
1960.84179688,59.9979667664
1970.84179688,59.9980697632
1980.84179688,59.9981651306
1990.84179688,59.998260498
2000.0,59.9983406067
