   0.00000,  20.00000,  20.00000,  20.00000,  28.00000, 100.00000
   1.00000,  20.04762,  20.00009,  20.00000,  28.00000, 100.00000
   2.00000,  20.09524,  20.00028,  20.00000,  28.00000, 100.00000
   3.00000,  20.14286,  20.00062,  20.00000,  28.00000, 100.00000
   4.00000,  20.19048,  20.00103,  20.00000,  28.00000, 100.00000
   5.00000,  20.23810,  20.00166,  20.00000,  28.00000, 100.00000
   6.00000,  20.28571,  20.00267,  20.00000,  28.00000, 100.00000
   7.00000,  20.33333,  20.00519,  20.00000,  28.00000, 100.00000
   8.00000,  20.38095,  20.00770,  20.00000,  28.00000, 100.00000
   9.00000,  20.42857,  20.01022,  20.00000,  28.00000, 100.00000
  10.00000,  20.47619,  20.01274,  20.00000,  28.00000, 100.00000
  11.00000,  20.52381,  20.01526,  20.00000,  28.00000, 100.00000
  12.00000,  20.57143,  20.01778,  20.00000,  28.00000, 100.00000
  13.00000,  20.61905,  20.02029,  20.00000,  28.00000, 100.00000
  14.00000,  20.66667,  20.02281,  20.00000,  28.00000, 100.00000
  15.00000,  20.71429,  20.02533,  20.00000,  28.00000, 100.00000
  16.00000,  20.76190,  20.02785,  20.00000,  28.00000, 100.00000
  17.00000,  20.80952,  20.03037,  20.00000,  28.00000, 100.00000
  18.00000,  20.85714,  20.03288,  20.00000,  28.00000, 100.00000
  19.00000,  20.90476,  20.03540,  20.00000,  28.00000, 100.00000
  20.00000,  20.95238,  20.03792,  20.00000,  28.00000, 100.00000
  21.00000,  21.00000,  20.04044,  20.00000,  28.00000, 100.00000
  22.00000,  21.04762,  20.04296,  20.00000,  28.00000, 100.00000
  23.00000,  21.09524,  20.04547,  20.00000,  28.00000, 100.00000
  24.00000,  21.14286,  20.04962,  20.00000,  28.00000, 100.00000
  25.00000,  21.19048,  20.05419,  20.00000,  28.00000, 100.00000
  26.00000,  21.23810,  20.05876,  20.00000,  28.00000, 100.00000
  27.00000,  21.28571,  20.06333,  20.00000,  28.00000, 100.00000
  28.00000,  21.33333,  20.06791,  20.00000,  28.00000, 100.00000
  29.00000,  21.38095,  20.07248,  20.00000,  28.00000, 100.00000
  30.00000,  21.42857,  20.07705,  20.00000,  28.00000, 100.00000
  31.00000,  21.47619,  20.08162,  20.00000,  28.00000, 100.00000
  32.00000,  21.52381,  20.08619,  20.00000,  28.00000, 100.00000
  33.00000,  21.57143,  20.09077,  20.00000,  28.00000, 100.00000
  34.00000,  21.61905,  20.09534,  20.00000,  28.00000, 100.00000
  35.00000,  21.66667,  20.09991,  20.00000,  28.00000, 100.00000
  36.00000,  21.71429,  20.10448,  20.00000,  28.00000, 100.00000
  37.00000,  21.76190,  20.10905,  20.00000,  28.00000, 100.00000
  38.00000,  21.80952,  20.11362,  20.00000,  28.00000, 100.00000
  39.00000,  21.85714,  20.11820,  20.00000,  28.00000, 100.00000
  40.00000,  21.90476,  20.12277,  20.00000,  28.00000, 100.00000
  41.00000,  21.95238,  20.12811,  20.00000,  28.00000, 100.00000
  42.00000,  22.00000,  20.13468,  20.00000,  28.00000, 100.00000
  43.00000,  22.04762,  20.14125,  20.00000,  28.00000, 100.00000
  44.00000,  22.09524,  20.14782,  20.00000,  28.00000, 100.00000
  45.00000,  22.14286,  20.15440,  20.00000,  28.00000, 100.00000
  46.00000,  22.19048,  20.16097,  20.00000,  28.00000, 100.00000
  47.00000,  22.23810,  20.16754,  20.00000,  28.00000, 100.00000
  48.00000,  22.28571,  20.17411,  20.00000,  28.00000, 100.00000
  49.00000,  22.33333,  20.18068,  20.00000,  28.00000, 100.00000
  50.00000,  22.38095,  20.18725,  20.00000,  28.00000, 100.00000
  51.00000,  22.42857,  20.19382,  20.00000,  28.00000, 100.00000
  52.00000,  22.47619,  20.20039,  20.00000,  28.00000, 100.00000
  53.00000,  22.52381,  20.20696,  20.00000,  28.00000, 100.00000
  54.00000,  22.57143,  20.21353,  20.00000,  28.00000, 100.00000
  55.00000,  22.61905,  20.22010,  20.00000,  28.00000, 100.00000
  56.00000,  22.66667,  20.22667,  20.00000,  28.00000, 100.00000
  57.00000,  22.71429,  20.23325,  20.00000,  28.00000, 100.00000
  58.00000,  22.76190,  20.23982,  20.00000,  28.00000, 100.00000
  59.00000,  22.80952,  20.24703,  20.00000,  28.00000, 100.00000
  60.00000,  22.85714,  20.25435,  20.00000,  28.00000, 100.00000
  61.00000,  22.90476,  20.26177,  20.00000,  28.00000, 100.00000
  62.00000,  22.95238,  20.26930,  20.00000,  28.00000, 100.00000
  63.00000,  23.00000,  20.27693,  20.00000,  28.00000, 100.00000
  64.00000,  23.04762,  20.28466,  20.00000,  28.00000, 100.00000
  65.00000,  23.09524,  20.29250,  20.00000,  28.00000, 100.00000
