-8.32,462,18.36,1740,21.84,1902,22.15,1916,24.47,2023,28799
-30.28,7,15.46,1606,20.72,1850,22.23,1920,23.49,1978,30346
-30.36,6,16.35,1647,19.78,1806,21.67,1894,23.79,1992,31893
-30.36,6,15.81,1622,20.77,1852,21.67,1894,23.88,1996,33440
-30.69,2,17.28,1690,21.46,1884,22.84,1948,23.60,1983,34988
-30.36,6,17.73,1711,22.84,1948,23.66,1986,24.36,2018,36535
-30.36,6,18.96,1768,23.49,1978,24.62,2030,24.27,2014,38082
-30.36,6,20.74,1851,24.23,2012,25.69,2079,23.94,1999,39629
-29.72,14,20.81,1854,24.27,2014,26.81,2130,24.23,2012,41177
-30.36,6,22.10,1914,25.80,2084,29.23,2238,24.92,2044,42725
-30.52,4,23.53,1980,27.08,2142,29.23,2238,25.80,2084,44272
-30.36,6,24.79,2038,27.92,2180,30.87,2310,25.32,2062,45819
-30.36,6,26.75,2127,29.23,2238,32.07,2362,25.49,2070,47366
-30.36,6,27.99,2183,30.68,2302,33.72,2432,25.87,2087,48913
-30.36,6,29.91,2268,31.98,2358,35.23,2495,25.84,2086,50460
-30.36,6,31.23,2326,33.10,2406,36.73,2556,26.68,2124,52008
-30.36,6,32.94,2399,34.85,2479,38.40,2622,26.66,2123,53555
-30.36,6,34.63,2470,35.80,2518,39.80,2676,26.86,2132,55102
-30.52,4,36.09,2530,37.41,2583,41.18,2728,28.51,2206,56649
-30.36,6,37.13,2572,39.25,2655,42.46,2775,28.01,2184,58196
-29.72,14,38.40,2622,40.22,2692,44.17,2836,27.79,2174,59745
-30.36,6,39.67,2671,41.72,2748,45.51,2882,27.99,2183,61292
-30.36,6,41.34,2734,43.13,2799,47.12,2936,28.64,2212,62839
-30.36,6,42.43,2774,44.12,2834,48.24,2972,28.78,2218,64386
-30.36,6,43.95,2828,45.33,2876,49.44,3010,28.15,2190,65933
-30.69,2,45.45,2880,45.27,2874,51.01,3058,29.00,2228,67481
-30.36,6,46.70,2922,47.80,2958,53.35,3126,28.87,2222,69028
-30.36,6,47.55,2950,48.61,2984,53.64,3134,29.41,2246,70575
-30.36,6,49.18,3002,50.02,3028,55.84,3194,29.86,2266,72122
-30.69,2,50.48,3042,52.44,3100,56.29,3206,30.09,2276,73669
-30.36,6,51.62,3076,51.69,3078,57.46,3236,30.16,2279,75216
