-72.98,6,9.50,1647,16.45,1839,18.07,1884,20.72,1958,642721
-71.84,14,8.81,1628,17.21,1860,17.46,1867,20.72,1958,644269
-71.84,14,9.17,1638,15.30,1807,18.07,1884,21.01,1966,645817
Initializing SD card...
Card failed, or not present
-33.59,462,14.98,1798,18.43,1894,19.50,1924,22.15,1998,5164
-72.98,6,9.76,1654,16.99,1854,18.43,1894,20.65,1956,6709
-73.27,4,9.50,1647,13.28,1751,18.07,1884,19.90,1935,8254
-73.27,4,14.15,1775,20.15,1942,21.79,1988,21.33,1975,9801
-72.98,6,19.79,1932,22.19,1999,24.95,2076,21.29,1974,11347
-72.83,7,22.87,2018,25.52,2092,28.12,2164,22.87,2018,12894
-72.98,6,27.65,2151,27.61,2150,32.26,2278,24.02,2050,14441
-72.98,6,31.68,2262,31.82,2266,36.62,2396,24.45,2062,15988
-72.98,6,34.61,2342,33.58,2314,39.14,2463,24.09,2052,17535
-71.84,14,37.59,2422,36.92,2404,42.46,2550,25.88,2102,19084
-72.98,6,40.77,2506,38.95,2458,45.91,2638,26.78,2127,20631
-73.56,2,42.70,2556,42.81,2559,49.61,2730,26.78,2127,22178
-73.27,4,46.15,2644,44.33,2598,49.82,2735,27.83,2156,23725
-72.83,7,47.67,2682,45.83,2636,53.70,2828,27.90,2158,25272
-72.83,7,50.11,2742,49.04,2716,56.73,2898,28.05,2162,26820
-72.12,12,49.70,2732,51.93,2786,55.77,2876,29.28,2196,28368
-72.12,12,50.68,2756,50.93,2762,58.50,2938,29.64,2206,29916
-72.98,6,52.01,2788,53.28,2818,61.10,2995,29.86,2212,31463
-72.98,6,52.60,2802,53.49,2823,61.05,2994,31.13,2247,33010
-72.12,12,52.77,2806,55.07,2860,63.58,3048,30.80,2238,34559
-71.84,14,51.81,2783,56.82,2900,66.00,3098,30.66,2234,36107
-72.83,7,53.36,2820,56.99,2904,62.40,3023,31.02,2244,37654
-72.83,7,54.13,2838,57.70,2920,64.06,3058,30.55,2231,39201
-72.83,7,53.70,2828,58.15,2930,65.22,3082,30.73,2236,40748
-72.98,6,53.36,2820,57.61,2918,66.20,3102,31.75,2264,42296
-72.98,6,54.21,2840,59.04,2950,68.00,3138,31.68,2262,43843
